,Unnamed: 0,Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,salary
61,24330,2017.0,Buddy Hield,SG,23.0,TOT,82.0,1888.0,11.8,0.54,0.493,0.099,2.0,13.5,7.8,10.3,1.0,0.4,11.2,21.4,0.0,1.3,1.3,0.032,-0.9,-1.9,-2.8,-0.4,327.0,768.0,0.426,148.0,379.0,0.391,179.0,389.0,0.46,0.522,64.0,76.0,0.8420000000000001,35.0,234.0,269.0,121.0,38.0,9.0,101.0,115.0,866.0,"$3,675,480 "
62,24443,2017.0,C.J. McCollum,SG,25.0,POR,80.0,2796.0,19.9,0.585,0.305,0.204,2.4,9.2,5.8,18.0,1.3,1.2,9.9,27.5,6.2,1.4,7.6,0.131,3.3,-2.2,1.0,2.1,692.0,1441.0,0.48,185.0,440.0,0.42,507.0,1001.0,0.506,0.544,268.0,294.0,0.912,60.0,231.0,291.0,285.0,72.0,42.0,172.0,202.0,1837.0,
63,24463,2017.0,C.J. Miles,SF,29.0,IND,76.0,1776.0,13.7,0.5920000000000001,0.632,0.14400000000000002,1.9,12.4,7.2,4.1,1.3,1.2,5.5,18.4,2.7,1.4,4.0,0.109,1.5,-2.1,-0.5,0.7,281.0,647.0,0.434,169.0,409.0,0.413,112.0,238.0,0.471,0.565,84.0,93.0,0.903,30.0,199.0,229.0,48.0,46.0,25.0,40.0,151.0,815.0,
64,24649,2017.0,C.J. Watson,PG,32.0,ORL,62.0,1012.0,9.3,0.507,0.423,0.266,1.7,8.1,4.8,16.1,2.1,0.2,14.5,14.1,0.2,0.6,0.9,0.041,-2.5,-1.1,-3.6,-0.4,96.0,248.0,0.387,32.0,105.0,0.305,64.0,143.0,0.448,0.452,57.0,66.0,0.8640000000000001,16.0,73.0,89.0,114.0,43.0,2.0,47.0,84.0,281.0,
65,24659,2017.0,C.J. Wilcox,SG,26.0,ORL,22.0,108.0,2.9,0.329,0.484,0.065,3.9,8.3,6.0,15.5,0.9,0.7,15.8,15.4,-0.2,0.0,-0.2,-0.09,-6.5,-2.2,-8.7,-0.2,8.0,31.0,0.258,3.0,15.0,0.2,5.0,16.0,0.313,0.306,2.0,2.0,1.0,4.0,8.0,12.0,12.0,2.0,1.0,6.0,8.0,21.0,
66,24524,2017.0,Cameron Payne,PG,22.0,TOT,31.0,462.0,5.6,0.407,0.446,0.041,0.7,10.7,5.7,17.7,1.5,0.9,12.9,20.9,-0.8,0.4,-0.3,-0.034,-4.8,-2.1,-6.9,-0.6,64.0,193.0,0.332,27.0,86.0,0.314,37.0,107.0,0.34600000000000003,0.402,5.0,8.0,0.625,3.0,45.0,48.0,55.0,14.0,5.0,29.0,52.0,160.0,"$2,203,440 "
67,24417,2017.0,Caris LeVert,SF,22.0,BRK,57.0,1237.0,12.2,0.556,0.484,0.245,2.0,13.9,8.0,13.7,1.9,0.5,12.3,16.6,0.8,1.0,1.8,0.07,-0.7,-0.4,-1.1,0.3,171.0,380.0,0.45,59.0,184.0,0.321,112.0,196.0,0.5710000000000001,0.528,67.0,93.0,0.72,23.0,165.0,188.0,110.0,49.0,8.0,59.0,91.0,468.0,"$1,632,480 "
68,24116,2017.0,Carmelo Anthony,SF,32.0,NYK,74.0,2538.0,17.9,0.535,0.303,0.263,2.6,15.9,9.3,14.5,1.2,1.1,9.0,29.1,3.2,1.5,4.7,0.08900000000000001,1.5,-2.2,-0.7,0.8,602.0,1389.0,0.433,151.0,421.0,0.359,451.0,968.0,0.466,0.488,304.0,365.0,0.833,62.0,374.0,436.0,213.0,60.0,34.0,153.0,198.0,1659.0,"$26,243,760 "
69,24519,2017.0,Chandler Parsons,SF,28.0,MEM,34.0,675.0,7.6,0.436,0.419,0.194,1.0,13.6,7.1,12.8,1.5,0.7,9.1,17.8,-0.5,0.7,0.2,0.016,-3.6,-0.5,-4.0,-0.3,75.0,222.0,0.338,25.0,93.0,0.269,50.0,129.0,0.388,0.394,35.0,43.0,0.8140000000000001,6.0,78.0,84.0,55.0,20.0,5.0,24.0,52.0,210.0,"$23,112,004 "
70,24267,2017.0,Channing Frye,C,33.0,CLE,74.0,1398.0,15.6,0.612,0.644,0.142,3.0,19.3,11.4,4.9,1.2,2.1,8.8,19.3,2.3,1.4,3.7,0.125,0.8,-1.5,-0.6,0.5,238.0,520.0,0.458,137.0,335.0,0.409,101.0,185.0,0.546,0.589,63.0,74.0,0.851,37.0,253.0,290.0,45.0,33.0,37.0,53.0,138.0,676.0,"$7,420,912 "
71,24546,2017.0,Chasson Randle,PG,23.0,TOT,26.0,299.0,13.6,0.586,0.48,0.439,2.2,9.4,5.8,16.8,1.5,0.5,14.0,19.7,0.5,0.1,0.7,0.106,0.3,-2.9,-2.6,0.0,40.0,98.0,0.408,16.0,47.0,0.34,24.0,51.0,0.471,0.49,41.0,43.0,0.953,6.0,26.0,32.0,34.0,9.0,2.0,19.0,39.0,137.0,"$1,312,611 "
72,24227,2017.0,Cheick Diallo,PF,20.0,NOP,17.0,199.0,16.8,0.51,0.0,0.276,12.1,26.7,19.3,3.2,1.0,2.9,7.6,20.5,0.2,0.3,0.5,0.111,-4.6,-1.0,-5.6,-0.2,36.0,76.0,0.474,0.0,0.0,0.0,36.0,76.0,0.474,0.474,15.0,21.0,0.7140000000000001,23.0,50.0,73.0,4.0,4.0,7.0,7.0,17.0,87.0,"$1,312,611 "
73,24513,2017.0,Chinanu Onuaku,C,20.0,HOU,5.0,52.0,12.3,0.799,0.0,0.5710000000000001,4.2,16.8,10.5,7.8,2.8,1.6,31.3,10.4,0.1,0.1,0.1,0.123,-2.4,1.8,-0.6,0.0,5.0,7.0,0.7140000000000001,0.0,0.0,0.0,5.0,7.0,0.7140000000000001,0.7140000000000001,4.0,4.0,1.0,2.0,8.0,10.0,3.0,3.0,1.0,4.0,6.0,14.0,"$1,312,611 "
74,24108,2017.0,Chris Andersen,C,38.0,CLE,12.0,114.0,11.6,0.4970000000000001,0.136,0.636,9.0,20.6,15.0,5.9,2.2,5.0,15.1,13.0,0.1,0.2,0.2,0.102,-3.8,3.0,-0.9,0.0,9.0,22.0,0.409,0.0,3.0,0.0,9.0,19.0,0.474,0.409,10.0,14.0,0.7140000000000001,9.0,22.0,31.0,5.0,5.0,7.0,5.0,20.0,28.0,
75,24445,2017.0,Chris McCullough,PF,21.0,TOT,16.0,80.0,15.2,0.526,0.219,0.156,12.1,13.3,12.7,4.4,1.2,1.9,8.1,19.9,0.1,0.1,0.1,0.07200000000000001,-2.0,-2.6,-4.6,-0.1,16.0,32.0,0.5,1.0,7.0,0.14300000000000002,15.0,25.0,0.6,0.516,3.0,5.0,0.6,9.0,10.0,19.0,2.0,2.0,2.0,3.0,7.0,36.0,"$1,471,382 "
76,24522,2017.0,Chris Paul,PG,31.0,LAC,61.0,1921.0,26.2,0.614,0.385,0.331,2.5,14.9,8.8,46.8,3.1,0.3,14.0,24.4,8.0,2.6,10.6,0.264,7.8,1.0,8.7,5.2,374.0,785.0,0.476,124.0,302.0,0.411,250.0,483.0,0.518,0.555,232.0,260.0,0.892,41.0,263.0,304.0,563.0,118.0,8.0,147.0,146.0,1104.0,"$24,268,959 "
77,24678,2017.0,Christian Wood,PF,21.0,CHO,13.0,107.0,15.1,0.591,0.217,0.652,14.3,15.5,14.9,2.8,1.4,4.9,19.1,15.4,0.1,0.1,0.3,0.125,-2.5,0.6,-2.0,0.0,12.0,23.0,0.522,0.0,5.0,0.0,12.0,18.0,0.667,0.522,11.0,15.0,0.733,14.0,15.0,29.0,2.0,3.0,6.0,7.0,11.0,35.0,
78,24182,2017.0,Clint Capela,C,22.0,HOU,65.0,1551.0,21.4,0.638,0.0,0.314,12.5,24.5,18.5,6.9,1.1,4.2,12.0,19.9,3.9,2.1,6.0,0.185,0.0,1.0,1.0,1.2,362.0,563.0,0.643,0.0,0.0,0.0,362.0,563.0,0.643,0.643,94.0,177.0,0.531,178.0,348.0,526.0,64.0,34.0,80.0,87.0,179.0,818.0,"$2,334,528 "
79,24686,2017.0,Cody Zeller,PF,24.0,CHO,62.0,1725.0,16.7,0.604,0.002,0.442,8.6,17.3,12.9,9.1,1.8,3.0,10.9,15.5,3.4,2.2,5.6,0.157,-0.2,2.3,2.1,1.8,253.0,443.0,0.5710000000000001,0.0,1.0,0.0,253.0,442.0,0.5720000000000001,0.5710000000000001,133.0,196.0,0.679,135.0,270.0,405.0,99.0,62.0,58.0,65.0,189.0,639.0,"$12,584,270 "
80,24103,2017.0,Cole Aldrich,C,28.0,MIN,62.0,531.0,12.7,0.5489999999999999,0.0,0.256,11.0,23.9,17.4,6.4,2.4,3.7,15.1,9.4,0.6,0.7,1.3,0.116,-2.0,2.6,0.6,0.4,45.0,86.0,0.523,0.0,0.0,0.0,45.0,86.0,0.523,0.523,15.0,22.0,0.682,51.0,107.0,158.0,25.0,25.0,23.0,17.0,85.0,105.0,"$7,300,000 "
81,24161,2017.0,Corey Brewer,SF,30.0,TOT,82.0,1281.0,9.1,0.491,0.339,0.195,2.7,11.5,7.1,10.7,2.3,1.2,12.7,14.3,0.0,1.2,1.2,0.045,-2.9,0.2,-2.7,-0.2,147.0,348.0,0.422,27.0,118.0,0.229,120.0,230.0,0.522,0.461,50.0,68.0,0.735,32.0,134.0,166.0,97.0,61.0,19.0,55.0,133.0,371.0,"$8,105,615 "
82,24390,2017.0,Cory Joseph,SG,25.0,TOR,80.0,2003.0,13.2,0.518,0.204,0.185,2.9,10.4,6.6,20.0,1.7,0.6,13.1,18.4,1.7,1.7,3.4,0.08199999999999999,-0.4,-0.4,-0.8,0.6,299.0,661.0,0.452,48.0,135.0,0.35600000000000004,251.0,526.0,0.477,0.489,94.0,122.0,0.77,51.0,184.0,235.0,265.0,66.0,13.0,108.0,140.0,740.0,"$7,630,000 "
83,24411,2017.0,Courtney Lee,SG,31.0,NYK,77.0,2459.0,12.1,0.5589999999999999,0.382,0.139,2.3,9.1,5.7,10.6,1.6,0.8,8.5,14.4,3.1,1.1,4.2,0.081,0.5,-0.7,-0.2,1.1,321.0,704.0,0.456,108.0,269.0,0.401,213.0,435.0,0.49,0.5329999999999999,85.0,98.0,0.867,53.0,207.0,260.0,179.0,81.0,23.0,69.0,141.0,835.0,"$11,747,890 "
84,24257,2017.0,Cristiano Felicio,C,24.0,CHI,66.0,1040.0,15.2,0.601,0.0,0.419,12.8,19.5,16.1,5.7,1.2,1.2,11.2,12.4,2.1,1.3,3.4,0.157,-0.6,0.5,-0.1,0.5,128.0,222.0,0.5770000000000001,0.0,0.0,0.0,128.0,222.0,0.5770000000000001,0.5770000000000001,60.0,93.0,0.645,124.0,187.0,311.0,40.0,25.0,16.0,33.0,110.0,316.0,"$7,843,500 "
85,24570,2017.0,D'Angelo Russell,PG,20.0,LAL,63.0,1811.0,15.3,0.518,0.443,0.217,1.8,11.9,6.7,26.8,2.3,0.7,15.6,26.6,0.3,1.0,1.3,0.034,1.1,-1.6,-0.5,0.7,351.0,867.0,0.405,135.0,384.0,0.35200000000000004,216.0,483.0,0.447,0.483,147.0,188.0,0.782,31.0,191.0,222.0,303.0,87.0,16.0,176.0,130.0,984.0,"$5,562,360 "
86,24121,2017.0,D.J. Augustin,PG,29.0,ORL,78.0,1538.0,11.0,0.524,0.53,0.311,1.0,7.4,4.1,20.4,1.0,0.1,13.3,19.4,0.7,0.5,1.2,0.038,-0.9,-3.3,-4.2,-0.9,195.0,517.0,0.377,95.0,274.0,0.34700000000000003,100.0,243.0,0.412,0.469,131.0,161.0,0.8140000000000001,15.0,102.0,117.0,209.0,31.0,1.0,90.0,101.0,616.0,
87,24381,2017.0,Dahntay Jones,SF,36.0,CLE,1.0,12.0,14.7,0.461,0.25,0.5,9.5,8.9,9.2,14.5,0.0,0.0,9.3,39.9,0.0,0.0,0.0,-0.03,-3.8,-7.1,-10.9,0.0,3.0,8.0,0.375,0.0,2.0,0.0,3.0,6.0,0.5,0.375,3.0,4.0,0.75,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,9.0,
88,24382,2017.0,Damian Jones,C,21.0,GSW,10.0,85.0,5.3,0.466,0.0,0.625,12.4,17.0,14.8,0.0,0.6,3.7,22.7,13.4,-0.1,0.1,0.0,0.018000000000000002,-7.5,-2.1,-9.6,-0.2,8.0,16.0,0.5,0.0,0.0,0.0,8.0,16.0,0.5,0.5,3.0,10.0,0.3,9.0,14.0,23.0,0.0,1.0,4.0,6.0,15.0,19.0,"$1,312,611 "
89,24421,2017.0,Damian Lillard,PG,26.0,POR,75.0,2694.0,24.1,0.586,0.388,0.366,1.9,13.3,7.6,28.7,1.3,0.6,10.2,31.5,8.8,1.5,10.3,0.184,6.4,-2.0,4.3,4.3,661.0,1488.0,0.444,214.0,578.0,0.37,447.0,910.0,0.491,0.516,488.0,545.0,0.895,46.0,322.0,368.0,439.0,68.0,20.0,197.0,152.0,2024.0,"$26,153,057 "
90,24568,2017.0,Damjan Rudez,SF,30.0,ORL,45.0,314.0,6.3,0.466,0.727,0.0,1.7,7.1,4.3,9.2,1.9,0.3,9.3,13.6,-0.1,0.2,0.1,0.008,-2.8,-1.9,-4.7,-0.2,31.0,88.0,0.35200000000000004,20.0,64.0,0.313,11.0,24.0,0.458,0.466,0.0,0.0,0.0,5.0,20.0,25.0,20.0,12.0,1.0,9.0,31.0,82.0,
91,24508,2017.0,Daniel Ochefu,C,23.0,WAS,19.0,75.0,6.6,0.43,0.0,0.07400000000000001,7.6,25.4,16.5,5.8,1.3,0.0,9.7,18.0,-0.1,0.1,0.0,0.005,-6.5,-1.9,-8.4,-0.1,12.0,27.0,0.444,0.0,0.0,0.0,12.0,27.0,0.444,0.444,0.0,2.0,0.0,5.0,17.0,22.0,3.0,2.0,0.0,3.0,17.0,24.0,"$50,000 "
92,24268,2017.0,Danilo Gallinari,SF,28.0,DEN,63.0,2134.0,17.4,0.622,0.4320000000000001,0.516,2.0,14.7,8.4,9.1,0.9,0.5,8.1,19.9,6.2,0.7,6.9,0.154,2.9,-2.1,0.8,1.5,335.0,750.0,0.447,126.0,324.0,0.389,209.0,426.0,0.491,0.531,349.0,387.0,0.902,39.0,287.0,326.0,135.0,40.0,15.0,81.0,93.0,1145.0,"$20,559,599 "
93,24297,2017.0,Danny Green,SG,29.0,SAS,68.0,1807.0,10.2,0.537,0.693,0.071,2.0,11.8,7.0,9.6,2.0,2.6,14.1,13.5,0.4,3.0,3.4,0.09,-0.3,2.7,2.4,2.0,176.0,449.0,0.392,118.0,311.0,0.379,58.0,138.0,0.42,0.523,27.0,32.0,0.8440000000000001,31.0,193.0,224.0,124.0,71.0,58.0,76.0,120.0,497.0,"$10,000,000 "
94,24214,2017.0,Dante Cunningham,SF,29.0,NOP,66.0,1649.0,10.2,0.586,0.504,0.075,3.6,14.2,8.9,3.1,1.2,1.4,7.0,10.7,1.4,1.6,3.0,0.08800000000000001,-1.3,0.8,-0.5,0.6,174.0,359.0,0.485,71.0,181.0,0.392,103.0,178.0,0.579,0.584,16.0,27.0,0.593,56.0,221.0,277.0,36.0,39.0,28.0,28.0,100.0,435.0,"$2,300,000 "
95,24252,2017.0,Dante Exum,PG,21.0,UTA,66.0,1228.0,8.6,0.521,0.41,0.201,2.9,9.3,6.2,14.2,0.9,0.8,16.8,18.1,-0.1,1.3,1.2,0.047,-2.0,-0.5,-2.5,-0.1,155.0,363.0,0.4270000000000001,44.0,149.0,0.295,111.0,214.0,0.519,0.488,58.0,73.0,0.795,30.0,102.0,132.0,112.0,21.0,12.0,80.0,146.0,412.0,"$4,992,385 "
96,24344,2017.0,Danuel House,SG,23.0,WAS,1.0,1.0,12.2,0.0,0.0,0.0,0.0,100.0,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163,-16.4,-4.4,-20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"$77,250 "
97,24573,2017.0,Dario Saric,PF,22.0,PHI,81.0,2129.0,12.8,0.508,0.368,0.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,-1.2,2.2,1.0,0.023,-2.0,-0.2,-2.2,-0.1,381.0,927.0,0.411,106.0,341.0,0.311,275.0,586.0,0.469,0.468,172.0,220.0,0.782,112.0,401.0,513.0,182.0,57.0,30.0,183.0,162.0,1040.0,"$2,422,560 "
98,24119,2017.0,Darrell Arthur,PF,28.0,DEN,41.0,639.0,12.8,0.583,0.544,0.102,4.4,14.9,9.7,9.3,1.5,2.5,13.8,17.3,0.6,0.4,1.1,0.081,0.3,-0.6,-0.3,0.3,95.0,215.0,0.442,53.0,117.0,0.453,42.0,98.0,0.429,0.565,19.0,22.0,0.8640000000000001,25.0,87.0,112.0,42.0,19.0,21.0,36.0,76.0,262.0,"$7,464,912 "
99,24199,2017.0,Darren Collison,PG,29.0,SAC,68.0,2063.0,15.3,0.57,0.245,0.239,1.3,7.2,4.3,24.5,1.6,0.4,12.6,19.8,3.1,0.8,3.9,0.091,0.8,-2.3,-1.5,0.3,340.0,714.0,0.476,73.0,175.0,0.417,267.0,539.0,0.495,0.527,147.0,171.0,0.86,23.0,130.0,153.0,312.0,67.0,9.0,114.0,119.0,900.0,"$10,000,000 "
100,24337,2017.0,Darrun Hilliard,SG,23.0,DET,39.0,381.0,5.9,0.459,0.365,0.222,0.6,9.2,4.7,12.3,1.5,0.4,16.8,19.3,-0.6,0.4,-0.2,-0.027000000000000003,-5.0,-1.1,-6.1,-0.4,47.0,126.0,0.373,12.0,46.0,0.261,35.0,80.0,0.438,0.421,21.0,28.0,0.75,2.0,31.0,33.0,33.0,11.0,2.0,28.0,39.0,127.0,"$77,250 "
101,24412,2017.0,David Lee,PF,33.0,SAS,79.0,1477.0,18.4,0.613,0.0,0.269,11.6,21.9,16.9,13.0,1.1,2.2,14.9,16.9,3.2,2.5,5.7,0.18600000000000005,0.7,2.5,3.2,1.9,248.0,420.0,0.59,0.0,0.0,0.0,248.0,420.0,0.59,0.59,80.0,113.0,0.708,148.0,292.0,440.0,124.0,31.0,40.0,82.0,125.0,576.0,
102,24503,2017.0,David Nwaba,SG,24.0,LAL,20.0,397.0,12.1,0.611,0.062,0.481,4.3,13.1,8.5,5.0,1.6,1.4,10.1,11.8,0.6,0.2,0.7,0.09,-1.7,-0.3,-2.0,0.0,47.0,81.0,0.58,1.0,5.0,0.2,46.0,76.0,0.605,0.586,25.0,39.0,0.6409999999999999,16.0,46.0,62.0,14.0,13.0,7.0,11.0,36.0,120.0,"$1,312,611 "
103,24653,2017.0,David West,C,36.0,GSW,68.0,854.0,16.6,0.5710000000000001,0.032,0.222,6.4,18.8,13.0,24.1,2.4,4.4,22.0,17.9,0.9,1.7,2.6,0.14800000000000002,-1.7,3.9,2.2,0.9,135.0,252.0,0.536,3.0,8.0,0.375,132.0,244.0,0.541,0.542,43.0,56.0,0.768,47.0,156.0,203.0,151.0,42.0,48.0,78.0,105.0,316.0,"$2,328,652 "
104,24145,2017.0,Davis Bertans,PF,24.0,SAS,67.0,808.0,12.9,0.609,0.7390000000000001,0.145,3.2,10.6,6.9,8.3,1.3,2.8,11.4,15.7,1.1,1.2,2.3,0.135,1.2,0.5,1.7,0.8,103.0,234.0,0.44,69.0,173.0,0.399,34.0,61.0,0.557,0.588,28.0,34.0,0.8240000000000001,22.0,77.0,99.0,46.0,20.0,28.0,32.0,75.0,303.0,"$1,312,611 "
105,24389,2017.0,DeAndre Jordan,C,28.0,LAC,81.0,2570.0,21.8,0.6729999999999999,0.003,0.737,13.3,34.6,24.2,5.7,1.0,4.3,13.2,15.3,7.2,4.6,11.8,0.22,1.0,3.0,4.0,3.9,412.0,577.0,0.7140000000000001,0.0,2.0,0.0,412.0,575.0,0.7170000000000001,0.7140000000000001,205.0,425.0,0.482,297.0,817.0,1114.0,96.0,52.0,135.0,116.0,212.0,1029.0,"$22,642,350 "
106,24418,2017.0,DeAndre Liggins,SG,28.0,TOT,62.0,777.0,7.5,0.476,0.324,0.282,2.9,12.2,7.7,9.2,3.0,1.5,20.8,11.6,-0.4,0.9,0.5,0.031,-3.9,1.8,-2.1,0.0,55.0,142.0,0.387,17.0,46.0,0.37,38.0,96.0,0.396,0.447,25.0,40.0,0.625,20.0,88.0,108.0,54.0,47.0,14.0,42.0,81.0,152.0,"$1,505,942 "
107,24141,2017.0,DeAndre' Bembry,SF,22.0,ATL,38.0,371.0,8.8,0.481,0.184,0.163,4.2,13.1,8.7,11.5,1.1,1.2,13.2,14.2,-0.1,0.4,0.3,0.038,-4.4,0.1,-4.3,-0.2,47.0,98.0,0.48,1.0,18.0,0.056,46.0,80.0,0.575,0.485,6.0,16.0,0.375,14.0,45.0,59.0,28.0,8.0,5.0,16.0,21.0,101.0,
108,24226,2017.0,DeMar DeRozan,SG,27.0,TOR,74.0,2620.0,24.0,0.552,0.08,0.419,3.0,13.6,8.3,20.6,1.5,0.4,9.0,34.3,6.7,2.4,9.0,0.166,2.4,-1.5,0.9,1.9,721.0,1545.0,0.467,33.0,124.0,0.266,688.0,1421.0,0.484,0.477,545.0,647.0,0.8420000000000001,70.0,316.0,386.0,290.0,78.0,13.0,180.0,134.0,2020.0,"$27,739,975 "
109,24206,2017.0,DeMarcus Cousins,C,26.0,TOT,72.0,2465.0,25.7,0.562,0.254,0.468,7.1,29.2,18.2,25.8,2.0,3.3,13.5,36.5,3.8,3.8,7.6,0.149,3.9,2.6,6.6,5.3,647.0,1433.0,0.452,131.0,364.0,0.36,516.0,1069.0,0.483,0.4970000000000001,517.0,670.0,0.772,153.0,644.0,797.0,332.0,100.0,92.0,269.0,278.0,1942.0,"$18,063,850 "
110,24183,2017.0,DeMarre Carroll,SF,30.0,TOR,72.0,1882.0,11.9,0.531,0.583,0.213,3.8,12.7,8.3,5.7,2.2,1.2,8.3,15.5,1.7,2.1,3.8,0.097,0.6,0.4,1.0,1.4,220.0,549.0,0.401,109.0,320.0,0.341,111.0,229.0,0.485,0.5,89.0,117.0,0.7609999999999999,63.0,212.0,275.0,74.0,81.0,27.0,54.0,143.0,638.0,"$14,800,000 "
111,24480,2017.0,Dejounte Murray,PG,20.0,SAS,38.0,322.0,9.6,0.503,0.198,0.259,2.2,12.4,7.4,22.6,1.3,1.5,22.7,23.5,-0.4,0.5,0.0,0.004,-4.6,-0.2,-4.8,-0.2,50.0,116.0,0.431,9.0,23.0,0.391,41.0,93.0,0.441,0.47,21.0,30.0,0.7,6.0,36.0,42.0,48.0,8.0,6.0,38.0,29.0,130.0,"$1,312,611 "
112,24681,2017.0,Delon Wright,PG,24.0,TOR,27.0,446.0,15.0,0.535,0.259,0.474,4.1,8.1,6.1,18.2,3.1,2.1,15.1,16.6,0.5,0.6,1.1,0.117,-0.1,1.2,1.1,0.4,49.0,116.0,0.422,10.0,30.0,0.333,39.0,86.0,0.453,0.466,42.0,55.0,0.764,16.0,32.0,48.0,57.0,27.0,11.0,25.0,31.0,150.0,"$1,645,200 "
113,24362,2017.0,Demetrius Jackson,PG,22.0,BOS,5.0,17.0,30.8,0.753,0.25,1.5,13.2,13.0,13.1,28.2,0.0,0.0,0.0,17.3,0.1,0.0,0.1,0.386,9.2,-2.8,6.4,0.0,3.0,4.0,0.75,1.0,1.0,1.0,2.0,3.0,0.667,0.875,3.0,6.0,0.5,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,10.0,"$319,266 "
114,24575,2017.0,Dennis Schroder,PG,23.0,ATL,79.0,2485.0,16.1,0.5329999999999999,0.242,0.21,1.9,9.0,5.5,35.5,1.5,0.6,16.3,27.8,1.2,2.5,3.7,0.071,0.7,-1.4,-0.7,0.8,548.0,1215.0,0.451,100.0,294.0,0.34,448.0,921.0,0.486,0.4920000000000001,218.0,255.0,0.855,42.0,206.0,248.0,499.0,74.0,16.0,258.0,149.0,1414.0,
115,24635,2017.0,Denzel Valentine,SG,23.0,CHI,57.0,976.0,7.3,0.4920000000000001,0.722,0.063,1.2,15.6,8.3,9.3,1.5,0.6,14.2,15.4,-0.5,1.1,0.6,0.031,-2.4,-0.4,-2.8,-0.2,102.0,288.0,0.354,73.0,208.0,0.35100000000000003,29.0,80.0,0.363,0.481,14.0,18.0,0.778,11.0,140.0,151.0,63.0,30.0,7.0,49.0,86.0,291.0,"$2,186,400 "
116,24661,2017.0,Deron Williams,PG,32.0,TOT,64.0,1657.0,14.0,0.541,0.39,0.182,0.9,9.4,5.1,35.9,1.0,0.4,17.6,22.1,1.5,0.9,2.4,0.069,0.2,-2.4,-2.3,-0.1,263.0,600.0,0.438,85.0,234.0,0.363,178.0,366.0,0.486,0.509,90.0,109.0,0.826,14.0,133.0,147.0,360.0,31.0,8.0,138.0,138.0,701.0,"$5,474,787 "
117,24255,2017.0,Derrick Favors,PF,25.0,UTA,50.0,1186.0,15.8,0.512,0.024,0.261,9.2,20.2,14.9,7.9,2.0,2.7,11.4,20.7,0.5,2.2,2.7,0.109,-2.4,2.3,-0.1,0.6,203.0,417.0,0.487,3.0,10.0,0.3,200.0,407.0,0.491,0.49,67.0,109.0,0.615,92.0,213.0,305.0,56.0,45.0,40.0,60.0,103.0,476.0,"$12,000,000 "
118,24383,2017.0,Derrick Jones,SF,19.0,PHO,32.0,545.0,12.0,0.604,0.091,0.339,7.6,8.2,7.9,3.1,1.2,1.9,8.6,11.7,0.9,0.2,1.1,0.098,-0.5,-0.5,-1.1,0.1,68.0,121.0,0.562,3.0,11.0,0.273,65.0,110.0,0.591,0.574,29.0,41.0,0.7070000000000001,39.0,40.0,79.0,12.0,14.0,13.0,13.0,63.0,168.0,"$462,875 "
119,24562,2017.0,Derrick Rose,PG,28.0,NYK,64.0,2082.0,17.0,0.53,0.061,0.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,2.4,0.6,3.0,0.068,0.2,-2.2,-1.9,0.0,460.0,977.0,0.471,13.0,60.0,0.217,447.0,917.0,0.487,0.477,221.0,253.0,0.8740000000000001,66.0,180.0,246.0,283.0,44.0,17.0,147.0,84.0,1154.0,"$2,533,488 "
120,24664,2017.0,Derrick Williams,PF,25.0,TOT,50.0,804.0,10.6,0.537,0.398,0.365,2.6,15.1,8.9,5.1,0.9,0.7,9.0,17.2,0.4,0.6,1.1,0.064,-2.4,-1.8,-4.2,-0.4,108.0,244.0,0.443,30.0,97.0,0.309,78.0,147.0,0.531,0.504,58.0,89.0,0.652,19.0,111.0,130.0,28.0,14.0,7.0,28.0,60.0,304.0,"$104,059 "
121,24158,2017.0,Devin Booker,SG,20.0,PHO,78.0,2730.0,14.6,0.531,0.28300000000000003,0.308,1.8,8.3,5.0,16.3,1.3,0.6,12.9,28.6,1.4,0.6,2.0,0.035,0.4,-2.7,-2.3,-0.2,606.0,1431.0,0.423,147.0,405.0,0.363,459.0,1026.0,0.447,0.475,367.0,441.0,0.8320000000000001,46.0,203.0,249.0,268.0,72.0,21.0,241.0,242.0,1726.0,"$2,319,360 "
122,24310,2017.0,Devin Harris,PG,33.0,DAL,65.0,1087.0,13.8,0.5489999999999999,0.519,0.378,1.1,13.0,6.8,20.0,2.1,0.6,12.5,19.7,1.1,1.1,2.2,0.096,-0.1,-0.3,-0.4,0.4,136.0,341.0,0.399,58.0,177.0,0.328,78.0,164.0,0.476,0.484,107.0,129.0,0.8290000000000001,11.0,116.0,127.0,136.0,43.0,7.0,57.0,101.0,437.0,"$4,402,546 "
